Engineering Strain X,True Stress(MPa) Y
0.065,0.0135199235966548
0.0660000000000001,0.0162229056608973
0.067,0.0190879855885227
0.0680000000000001,0.0219030836783194
0.069,0.022627189278472
0.07,0.023361880691037
0.0710000000000001,0.0241027004685384
0.072,0.024845191163501
0.0730000000000001,0.0255848953284472
0.074,0.0263173555159
0.0750000000000001,0.0270381142783851
0.076,0.027742714168423
0.0770000000000001,0.0284266977385403
0.078,0.0290856075412611
0.0790000000000001,0.0297149861291048
0.08,0.0303103760545982
0.0810000000000001,0.030867319870266
0.0820000000000001,0.0313813601286288
0.0830000000000001,0.0318480393822114
0.0840000000000001,0.032262900183536
0.0850000000000001,0.0326214850851292
0.0860000000000001,0.0336233854398778
0.0870000000000001,0.0329591039807662
0.0880000000000001,0.0325680154172119
0.0890000000000001,0.0327409163219414
0.0900000000000001,0.0324529349057841
0.0910000000000001,0.0325609716740853
0.0920000000000001,0.0345175808187594
0.0930000000000001,0.0378350006421906
0.0940000000000001,0.0412603568712413
0.0950000000000001,0.0435895992296906
0.0960000000000001,0.0440393539032113
0.0970000000000001,0.0436317117327087
0.0980000000000001,0.0435432330400616
0.0990000000000001,0.0436447379661953
0.1,0.0436385031253064
0.101,0.0436499646044055
0.102,0.0437366439048805
0.103,0.04356609001323
0.104,0.043252060011274
0.105,0.0440240038686142
0.106,0.0465969580638257
0.107,0.0504339805955727
0.108,0.0539187548154931
0.109,0.0540165617575195
0.11,0.0507631026525326
0.111,0.0484120705481859
0.112,0.0485931467137748
0.113,0.0496765837974671
0.114,0.0522456315884901
0.115,0.0553195738208894
0.116,0.0568310239560468
0.117,0.0585000010405423
0.118,0.0602805727385194
0.119,0.0621268067141241
0.12,0.0639927706315016
0.121,0.0658325321547979
0.122,0.0676001589481574
0.123,0.0692497186757262
0.124,0.0707352790016484
0.125,0.0750070254602671
0.126,0.0763606270826527
0.127,0.0760684503920688
0.128,0.0763566207460533
0.129,0.0787913431676914
0.13,0.0819709357074405
0.131,0.0845144664427009
0.132,0.0875007999716626
0.133,0.0897875239045662
0.134,0.0925374044118117
0.135,0.0956393150517974
0.136,0.0989816244841313
0.137,0.102379589067006
0.138,0.105499496915218
0.139,0.107989505520285
0.14,0.109774183805444
0.141,0.109634315081379
0.142,0.108908322733493
0.143,0.108988407685929
0.144,0.109118856990127
0.145,0.109061819835227
0.146,0.109239829007558
0.147,0.109325968105964
0.148,0.108448400224242
0.149,0.108306936908485
0.15,0.110433872658207
0.151,0.113257407520702
0.152,0.116471619271056
0.153,0.119442790419342
0.154,0.12278812487974
0.155,0.125049621881064
0.156,0.128092458183187
0.157,0.130768745495562
0.158,0.131134466848025
0.159,0.130897894419638
0.16,0.132544344289625
0.161,0.136466296607733
0.162,0.142120516228608
0.163,0.147668618080746
0.164,0.151374362105754
0.165,0.152792971931872
0.166,0.152494040245576
0.167,0.153053617549825
0.168,0.155850620513095
0.169,0.15885974316508
0.17,0.159773258900036
0.171,0.156686951381222
0.172,0.152136551448042
0.173,0.153900673288795
0.174,0.158831754242774
0.175,0.165295180322683
0.176,0.171785453345512
0.177,0.178675871643279
0.178,0.183467024457084
0.179,0.187061871786018
0.18,0.190275987900969
0.181,0.193425100010734
0.182,0.195860489012309
0.183,0.197104220252236
0.184,0.196366344584553
0.185,0.197656688995995
0.186,0.2011020645202
0.187,0.204580205706357
0.188,0.207059353524166
0.189,0.20805332625816
0.19,0.207402833183663
0.191,0.206351771712365
0.192,0.212559665698969
0.193,0.216497803657747
0.194,0.22111560161582
0.195,0.22629715455539
0.196,0.231789618232028
0.197,0.237340148401308
0.198,0.2426959008188
0.199,0.247604031240079
0.2,0.254199053206151
0.201,0.261456566638738
0.202,0.261394687547037
0.203,0.258545610414412
0.204,0.255392958160339
0.205,0.254544939604827
0.206,0.258948842055397
0.207,0.265913772749047
0.208,0.266004705274098
0.209,0.261370436230088
0.21,0.263636378581664
0.211,0.269329225868256
0.212,0.27622587889845
0.213,0.282189733738128
0.214,0.285650416795337
0.215,0.28382280103366
0.216,0.285814526086432
0.217,0.292764006619609
0.218,0.300248034262281
0.219,0.305100039815071
0.22,0.305592024382015
0.221,0.305312865352585
0.222,0.308496705629685
0.223,0.310952647622183
0.224,0.307938333265033
0.225,0.305482067606405
0.226,0.306929298625311
0.227,0.309880164324198
0.228,0.31345891795896
0.229,0.31717589759588
0.23,0.32097064238806
0.231,0.321823884264766
0.232,0.32131983479402
0.233,0.322448966687743
0.234,0.325838889329808
0.235,0.327289623261867
0.236,0.326318465357188
0.237,0.327601266087432
0.238,0.328610080840372
0.239,0.329845567010212
0.24,0.331227539283158
0.241,0.332675812345417
0.242,0.334110200883194
0.243,0.335450519582694
0.244,0.336616583130125
0.245,0.337528206211692
0.246,0.338105203513601
0.247,0.336819450458584
0.248,0.329559196924667
0.249,0.321362439177308
0.25,0.316610139579977
0.251,0.316925765205333
0.252,0.319979426493927
0.253,0.32644750845784
0.254,0.33715547718283
0.255,0.33961478707413
0.256,0.341201645893004
0.257,0.342844929227943
0.258,0.344541037093635
0.259,0.346286369504771
0.26,0.348077326476042
0.261,0.349910308022134
0.262,0.351781714157739
0.263,0.353687944897547
0.264,0.355625400256246
0.265,0.357590480248526
0.266,0.359579584889078
0.267,0.361589114192588
0.268,0.363615468173751
0.269,0.365655046847253
0.27,0.367704250227783
0.271,0.369759478330033
0.272,0.37181713116869
0.273,0.373873608758446
0.274,0.375925311113989
0.275,0.37796863825001
0.276,0.379999990181197
0.277,0.382015766922241
0.278,0.384012368487831
0.279,0.385986194892655
0.28,0.387933646151406
0.281,0.389851122278771
0.282,0.39173502328944
0.283,0.393581749198104
0.284,0.39538770001945
0.285,0.397149275768169
0.286,0.398862876458951
0.287,0.400524902106486
0.288,0.402131752725462
0.289,0.403921515010577
0.29,0.420380185386695
