Engineering Strain X,True Stress(MPa) Y
0.101,0.0596608737709774
0.102,0.0688128300048971
0.103,0.0729818637082733
0.104,0.0718932716795324
0.105,0.0729695635461072
0.106,0.0741056289315036
0.107,0.0755561552091146
0.108,0.0772306872047865
0.109,0.0790387697443684
0.11,0.0808899476537084
0.111,0.082693765758652
0.112,0.0843597688850473
0.113,0.0857975018587425
0.114,0.0869165095055866
0.115,0.0879328795205856
0.116,0.0866605460614691
0.117,0.0911539097125997
0.118,0.0998516813635755
0.119,0.103465384460565
0.12,0.10219647091073
0.121,0.101538697784131
0.122,0.101849488168603
0.123,0.101287839492846
0.124,0.101558716365777
0.125,0.105047086631587
0.126,0.108934590727916
0.127,0.109621875791558
0.128,0.109097705099696
0.129,0.109802079821343
0.13,0.108952693876405
0.131,0.104540544344878
0.132,0.101815093178418
0.133,0.104851497316765
0.134,0.109888725971194
0.135,0.113637434755707
0.136,0.117314339773186
0.137,0.121497567341281
0.138,0.124121388348597
0.139,0.124225711251848
0.14,0.123316594820802
0.141,0.122998835872564
0.142,0.124631215053948
0.143,0.128437692091951
0.144,0.133224383356086
0.145,0.137229942497473
0.146,0.138353827646491
0.147,0.137862398153138
0.148,0.139832728921927
0.149,0.144102035087919
0.15,0.147480561806943
0.151,0.151104258980713
0.152,0.158368476962923
0.153,0.166161240419716
0.154,0.168622275061129
0.155,0.16745458178678
0.156,0.167215915535957
0.157,0.167353152903047
0.158,0.166181200685608
0.159,0.167123017288485
0.16,0.173693022501322
0.161,0.181964770954796
0.162,0.187149680871716
0.163,0.189173944196044
0.164,0.189252264317171
0.165,0.189147004088377
0.166,0.189645930132861
0.167,0.188682998477006
0.168,0.186797812340496
0.169,0.191327689854123
0.17,0.20372892007861
0.171,0.212719034205224
0.172,0.212786392033022
0.173,0.209905847265243
0.174,0.20927584860829
0.175,0.213508861453012
0.176,0.221578886800653
0.177,0.228557335748149
0.178,0.232129709238394
0.179,0.232868030480692
0.18,0.232567473718536
0.181,0.233858632745359
0.182,0.238041322192108
0.183,0.24520541845199
0.184,0.252957864507961
0.185,0.257897726642225
0.186,0.261115562455784
0.187,0.265416114636922
0.188,0.268915587743129
0.189,0.268772640494994
0.19,0.268910887670585
0.191,0.274410686983585
0.192,0.283523225727753
0.193,0.292526537913846
0.194,0.2983633433116
0.195,0.299360587659193
0.196,0.298057804415093
0.197,0.297362217358318
0.198,0.298583693182207
0.199,0.302064398796523
0.2,0.306487606785512
0.201,0.310537980221655
0.202,0.313438143146962
0.203,0.316258661594619
0.204,0.323120602539751
0.205,0.33471705666283
0.206,0.346223644539148
0.207,0.354119773939779
0.208,0.357198592351642
0.209,0.356743914297194
0.21,0.35641420590706
0.211,0.356690578407414
0.212,0.355327105061277
0.213,0.355021396109473
0.214,0.361846116707778
0.215,0.374424725187796
0.216,0.386422525211493
0.217,0.392623669238474
0.218,0.389822524412349
0.219,0.38547255941858
0.22,0.389989738639841
0.221,0.399190343593479
0.222,0.40461218902758
0.223,0.40718316617651
0.224,0.410390871757486
0.225,0.414640051287257
0.226,0.419144430432332
0.227,0.421950051333445
0.228,0.421994195429747
0.229,0.421964061446415
0.23,0.424571996987244
0.231,0.430579059696181
0.232,0.438838953941379
0.233,0.444662718869206
0.234,0.447235423616698
0.235,0.453983834179186
0.236,0.466389094416246
0.237,0.474898908070809
0.238,0.474997558875642
0.239,0.470539572034755
0.24,0.466151414071134
0.241,0.466429253711654
0.242,0.470893390794253
0.243,0.474304649498778
0.244,0.477537571375397
0.245,0.486331172761222
0.246,0.498532960245373
0.247,0.506630373001313
0.248,0.509116216036014
0.249,0.508468063607294
0.25,0.508599679063866
0.251,0.513498253842742
0.252,0.522306744729094
0.253,0.531844886989634
0.254,0.53800900056289
0.255,0.53808563244108
0.256,0.538163008898617
0.257,0.544593435113348
0.258,0.553070657753761
0.259,0.558129884744499
0.26,0.560158407582157
0.261,0.561884680656902
0.262,0.569128199180456
0.263,0.584199534929899
0.264,0.599322883187195
0.265,0.608268579477446
0.266,0.611293673169429
0.267,0.612898534990859
0.268,0.618983961239461
0.269,0.621464339459209
0.27,0.624304104392382
0.271,0.627429441094112
0.272,0.630766534619522
0.273,0.634241570023741
0.274,0.6377807323619
0.275,0.641310206689123
0.276,0.644756178060542
0.277,0.648044831531281
0.278,0.65110235215647
0.279,0.653854924991236
0.28,0.658991945568079
0.281,0.66305674634359
0.282,0.66580173201815
0.283,0.668564663554871
0.284,0.676217358937545
0.285,0.683344745655924
0.286,0.683072637540485
0.287,0.68341324927309
0.288,0.69363936923419
0.289,0.705584947355356
0.29,0.709999164263189
0.291,0.71316932885974
0.292,0.721258515128626
0.293,0.727769284140892
0.294,0.727786397575576
0.295,0.727664225289744
0.296,0.731687170568425
0.297,0.735074304200104
0.298,0.734980993951934
0.299,0.734750832533299
0.3,0.737623294254452
0.301,0.745441910365805
0.302,0.757160248732022
0.303,0.767950337321697
0.304,0.775435087015828
0.305,0.780498923475824
0.306,0.784123915390784
0.307,0.78721076225094
0.308,0.790906011797244
0.309,0.796275030498515
0.31,0.800161451026697
0.311,0.797218281372023
0.312,0.792719460804481
0.313,0.797080163197302
0.314,0.806035222753057
0.315,0.809509419999216
0.316,0.813273383348054
0.317,0.82729740721777
0.318,0.842831009736869
0.319,0.847129732865581
0.32,0.84379435077844
0.321,0.840990971854154
0.322,0.843964442157364
0.323,0.854718355481714
0.324,0.866466175997029
0.325,0.872522608447883
0.326,0.872385334414577
0.327,0.868120202366859
0.328,0.865340057592101
0.329,0.867968014293628
0.33,0.875166466660397
0.331,0.883808532464777
0.332,0.887848236109499
0.333,0.886842810891992
0.334,0.889195031002833
0.335,0.897311524365454
0.336,0.904949083368916
0.337,0.908673962740354
0.338,0.908917748605895
0.339,0.908436348383319
0.34,0.911580753261259
0.341,0.916013363657543
0.342,0.914678026091542
0.343,0.909919266230073
0.344,0.909891833383411
0.345,0.914951415680283
