Engineering Strain X,True Stress(MPa) Y
0.428,0.29580251518926
0.429,0.294867875083774
0.43,0.294502708843369
0.431,0.295141755202803
0.432,0.29720112776408
0.433,0.300458211621781
0.434,0.303906900816572
0.435,0.306493132477246
0.436,0.307228638656238
0.437,0.306423177718433
0.438,0.305575138277563
0.439,0.306226771478527
0.44,0.309772375109687
0.441,0.315748155715344
0.442,0.322422523433801
0.443,0.328039428964435
0.444,0.331042771580176
0.445,0.33157356106853
0.446,0.330628666204626
0.447,0.3292115098357
0.448,0.328213578532128
0.449,0.327861431423508
0.45,0.328137066824196
0.451,0.329022104251046
0.452,0.330530945862931
0.453,0.332816662526741
0.454,0.336068983906217
0.455,0.340477514045034
0.456,0.346029754325922
0.457,0.352100743842464
0.458,0.357949943526086
0.459,0.362838648227785
0.46,0.366392423219249
0.461,0.369037845211647
0.462,0.371308078986177
0.463,0.373732008022101
0.464,0.37654884399233
0.465,0.379528861159923
0.466,0.382399570271243
0.467,0.384899394981092
0.468,0.387126430120694
0.469,0.389611737579862
0.47,0.392912109591941
0.471,0.397547625062344
0.472,0.403336477810584
0.473,0.409466063967166
0.474,0.415101334654929
0.475,0.419471193668276
0.476,0.422586625243464
0.477,0.42498215211271
0.478,0.427201915946134
0.479,0.429732960539564
0.48,0.432589056930933
0.481,0.435549980718977
0.482,0.43839384490297
0.483,0.440962234983596
0.484,0.443465526752756
0.485,0.446246949674243
0.486,0.449649910080852
0.487,0.453957354358907
0.488,0.459201935288583
0.489,0.465351545436023
0.49,0.472374046376225
0.491,0.48019680640871
0.492,0.488627034088966
0.493,0.497449753195644
0.494,0.506449967327612
0.495,0.515409006148015
0.496,0.524100280814162
0.497,0.532296172936717
0.498,0.539770390760963
0.499,0.54638169088252
0.5,0.552123888083107
0.501,0.557002801338822
0.502,0.561037319039082
0.503,0.564660585256453
0.504,0.568795135461686
0.505,0.574391732674775
0.506,0.582331977770483
0.507,0.592215637954344
0.508,0.602511871483673
0.509,0.611651068907567
0.51,0.618161634541499
0.511,0.621739404738972
0.512,0.622846920860668
0.513,0.621960124212321
0.514,0.619693117882965
0.515,0.617778510973776
0.516,0.618491054806117
0.517,0.624109065480651
0.518,0.636318319042979
0.519,0.653436911385632
0.52,0.672594767740873
0.521,0.690920467215849
0.522,0.706117639357688
0.523,0.718219818065886
0.524,0.727850534612471
0.525,0.735633269144547
0.526,0.742135938395567
0.527,0.747765000991874
0.528,0.752897752555953
0.529,0.757911011230693
0.53,0.763101658241582
0.531,0.768597693280311
0.532,0.774505664144524
0.533,0.780933390610812
0.534,0.788066057292624
0.535,0.796209369707444
0.536,0.805679471844799
0.537,0.816768000543155
0.538,0.829019042910161
0.539,0.84110997762215
0.54,0.851669680923364
0.541,0.859417781158794
